RecordNumber,mbfc__Register_Entry_Type__c,mbfc__Type__c,mbfc__Notation_Type__c,mbfc__Ordination_Type__c,Date,Place,Prelate,mbfc__Matrimonial_Wife__c
170,Notation,,Notice of Matrimony,,1994-08-20,,,0
3371,Notation,,Proof of Baptism,,1965-12-18,"Lourdes, Mérida, Yucatan, Mexico",,
3371,Notation,,Notice of Matrimony,,1989-02-04,"Concépcion Morelton, Los Angeles, CA",,0
2064,Notation,,Notice of Holy Orders,Diaconate,2020-05-30,"St. Michael the Archangel Parish, Portland, OR",,
2064,Notation,,Notice of Holy Orders,Presbyteral,2021-08-15,"St. Mary Parish, Corvallis, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
79,Notation,,Proof of Baptism,,1983-04-02,"Our Lady of Fatima, Spokane WA",,
79,Notation,,Notice of Matrimony,,1984-06-09,,,294
79,Notation,,Notice of Holy Orders,Diaconate,2006-12-09,"Cathedral of the Immaculate Conception, Portland, OR",,
79,Notation,,Notice of Holy Orders,Minor Order: Reader,2004-03-20,,,
79,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2004-12-18,,,
79,Notation,,Notice of Holy Orders,Installation: Candidate,2005-11-05,,,
3117,Notation,,Notice of Holy Orders,Presbyteral,2021-12-11,,,
777,Notation,,Notice of Holy Orders,Presbyteral,1982-04-01,,,
745,Notation,,Notice of Holy Orders,Presbyteral,1981-06-13,"St. James, Seattle",Joseph Browne,
419,Notation,,Notice of Holy Orders,Diaconate,1979-12-08,"Holy Family Cathedral, Orange CA",,
182,Notation,,Proof of Baptism,,1951-03-11,"St. Edmund, Oak Park IL",,
182,Notation,,Notice of Matrimony,,1982-08-07,,,222
182,Notation,,Notice of Holy Orders,Diaconate,1993-11-05,"Cathedral of the Immaculate Conception, Portland, OR",,
182,Notation,,Notice of Holy Orders,Minor Order: Reader,1977-10-12,,,
182,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1977-10-12,,,
182,Notation,,Notice of Holy Orders,Installation: Candidate,1993-04-17,,,
858,Notation,,Notice of Holy Orders,Presbyteral,2004-05-29,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
1929,Notation,,Notice of Matrimony,,1993-05-15,"Guardian Angel Cathedral, Las Vegas, NV",,2981
2981,Notation,,Proof of Baptism,,1966-08-07,"St. Ferdinand, Pittsburgh, PA",,
2981,Notation,,Notice of Confirmation,,1981-05-21,"St. Michael Church, Fryburg, PA",,
2981,Notation,,Notice of Matrimony,,1993-05-15,"Guardian Angel Cathedral, Las Vegas, NV",,1929
2981,Notation,,Notice of Holy Orders,Minor Order: Reader,2024-05-19,,,
2981,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2024-05-19,,,
21,Notation,,Notice of Matrimony,,1976-03-06,,,0
1534,Notation,,Proof of Baptism,,1958-10-05,"St. Cecilia Parish, Harvey, North Dakota",,
1534,Notation,,Notice of Confirmation,,1970-04-12,,,
1534,Notation,,Notice of Matrimony,,1993-10-30,"St. Mary Star of the Sea, Seaside, OR",,0
3398,Notation,,Proof of Baptism,,1972-02-06,,,
3398,Notation,,Notice of Holy Orders,Diaconate,2017-09-02,,,
3398,Notation,,Notice of Holy Orders,Presbyteral,2018-06-09,,,
3398,Notation,,Notice of Holy Orders,Minor Order: Reader,2009-04-19,,,
3398,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2010-03-21,,,
155,Notation,,Notice of Matrimony,,1998-10-10,,,0
155,Notation,,Notice of Holy Orders,Minor Order: Reader,2010-11-06,,,
721,Notation,,Notice of Holy Orders,Presbyteral,1965-05-22,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Edward D. Howard,
2781,Notation,,Notice of Matrimony,,1979-09-01,,,0
1303,Notation,,Notice of Holy Orders,Presbyteral,1984-06-22,,Most Rev. Thomas Kelly,
139,Notation,,Notice of Matrimony,,1992-06-04,,,0
1304,Notation,,Notice of Holy Orders,Presbyteral,2024-08-04,,,
2090,Notation,,Notice of Matrimony,,1998-04-25,,,0
1597,Notation,,Proof of Baptism,,1989-01-15,"Nuestra Senora de Guadalupe, Tehuantepec, Oaxaca, Mexico",,
1597,Notation,,Notice of Confirmation,,2002-12-29,,,
3428,Notation,,Proof of Baptism,,1956-06-28,"St. Augustine Parish, Alquízar, Havana, Cuba",,
3428,Notation,,Notice of Confirmation,,1964-08-27,"St. Augustine Parish, Alquízar, Havana, Cuba",,
3428,Notation,,Notice of Matrimony,,1987-09-17,"Civil Marriage, Baton Rouge, LA",,3429
3428,Notation,,Notice of Holy Orders,Diaconate,2013-06-22,"Cathedral of the Nativity of the Blessed Virgin Mary, Biloxi, MS",,
555,Notation,,Proof of Baptism,,1944-11-27,"O’Connor Hospital (St. Mary’s Church), Los Gatos, CA",,
555,Notation,,Notice of Confirmation,,1954-05-12,,,
555,Notation,,Notice of Matrimony,,1967-06-10,,,0
555,Notation,,Notice of Holy Orders,Diaconate,2007-11-17,"St. James Cathedral, Seattle, WA",,
555,Notation,,Notice of Holy Orders,Minor Order: Reader,2006-02-26,,,
555,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2006-09-10,,,
102,Notation,,Proof of Baptism,,1945-07-15,"Our Lady of Sorrows Church, Las Vegas NM",,
102,Notation,,Notice of Matrimony,,1973-12-15,,,38
102,Notation,,Notice of Holy Orders,Diaconate,2011-10-29,"Cathedral of the Immaculate Conception, Portland, OR",,
102,Notation,,Notice of Holy Orders,Minor Order: Reader,2009-10-31,,,
102,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2009-10-31,,,
102,Notation,,Notice of Holy Orders,Installation: Candidate,2010-11-06,,,
2817,Notation,,Proof of Baptism,,1961-03-19,"St. Joseph Church, Dayton, WA",,
2817,Notation,,Notice of Confirmation,,1971-04-26,"St. Anne Parish, Le Sueur, MN",,
2817,Notation,,Notice of Matrimony,,1991-07-06,"St. Elizabeth Ann Seton Parish, Anchorage, AK",,2818
2817,Notation,,Notice of Holy Orders,Minor Order: Reader,2024-05-19,,,
2817,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2024-05-19,,,
888,Notation,,Notice of Holy Orders,Presbyteral,1999-05-06,"Thisayanvilai, India",Most Rev. Dr. Amalanather,
1558,Notation,,Proof of Baptism,,1988-10-29,"Our Lady of the Angels, Los Angeles, CA",,
1558,Notation,,Notice of Confirmation,,2003-04-04,"St. Matthias Parish,",,
1558,Notation,,Notice of Holy Orders,Diaconate,2022-05-21,"Cathedral of the Immaculate Conception, Portland, OR",,
1558,Notation,,Notice of Holy Orders,Presbyteral,2023-06-03,"Cathedral of the Immaculate Conception, Portland, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
1558,Notation,,Notice of Holy Orders,Minor Order: Reader,2019-03-08,,,
1558,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2020-02-11,,,
1558,Notation,,Notice of Holy Orders,Installation: Candidate,2021-10-20,,,
788,Notation,,Notice of Holy Orders,Presbyteral,1978-07-08,,,
395,Notation,,Proof of Baptism,,1961-07-09,"Holy Family Church, New Cleveland, Ohio",,
395,Notation,,Notice of Holy Orders,Diaconate,2007-05-28,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",,
395,Notation,,Notice of Holy Orders,Presbyteral,2009-06-27,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",Most Rev. John G. Vlazny,
395,Notation,,Notice of Holy Orders,Minor Order: Reader,2008-04-08,,,
395,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2008-04-08,,,
395,Notation,,Notice of Holy Orders,Installation: Candidate,2004-09-08,,,
748,Notation,,Notice of Holy Orders,Presbyteral,1965-05-22,Portland,Most Rev. Edward D. Howard,
597,Notation,,Notice of Holy Orders,Diaconate,2008-04-19,"Cathedral of the Immaculate Conception, Portland, OR",,
597,Notation,,Notice of Holy Orders,Presbyteral,2009-06-13,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
1309,Notation,,Notice of Holy Orders,Presbyteral,1990-04-21,,,
372,Notation,,Notice of Matrimony,,1988-02-20,"Nuestra Señora de la Esperanza, Lima, Perú",,3341
2768,Notation,,Notice of Holy Orders,Diaconate,2021-06-19,,,
2752,Notation,,Notice of Holy Orders,Presbyteral,1977-06-05,,,
221,Notation,,Proof of Baptism,,1946-02-03,"Christ the King Church, Dallas TX",,
221,Notation,,Notice of Matrimony,,1971-11-13,,,306
221,Notation,,Notice of Holy Orders,Diaconate,2000-12-09,"Cathedral of the Immaculate Conception, Portland, OR",,
221,Notation,,Notice of Holy Orders,Minor Order: Reader,1999-10-23,,,
221,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1999-10-23,,,
221,Notation,,Notice of Holy Orders,Installation: Candidate,1999-10-23,,,
722,Notation,,Notice of Holy Orders,Presbyteral,1982-06-12,"Seattle, WA",Most Rev. Raymond Hunthausen,
80,Notation,,Proof of Baptism,,1923-01-28,"St. Mary Magdelene, Portland OR",,
80,Notation,,Notice of Matrimony,,1948-02-14,,,130
80,Notation,,Notice of Holy Orders,Diaconate,1993-11-05,"Cathedral of the Immaculate Conception, Portland, OR",,
80,Notation,,Notice of Holy Orders,Minor Order: Reader,1993-04-17,,,
80,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1993-04-17,,,
80,Notation,,Notice of Holy Orders,Installation: Candidate,1993-04-17,,,
723,Notation,,Notice of Holy Orders,Presbyteral,1966-05-14,,,
101,Notation,,Notice of Matrimony,,1969-07-05,,,0
101,Notation,,Notice of Holy Orders,Diaconate,1999-06-24,"Cathedral of Our Lady of Lourdes, Spokane WA",,
77,Notation,,Proof of Baptism,,1967-03-19,"Holy Redeemer, Portland OR",,
77,Notation,,Notice of Matrimony,,1987-06-06,,,226
77,Notation,,Notice of Holy Orders,Diaconate,2009-10-31,"Cathedral of the Immaculate Conception, Portland, OR",,
77,Notation,,Notice of Holy Orders,Minor Order: Reader,2005-11-05,,,
77,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2006-12-09,,,
77,Notation,,Notice of Holy Orders,Installation: Candidate,2008-10-25,,,
724,Notation,,Notice of Holy Orders,Presbyteral,1994-04-09,"Notre Dame, IN","Archbishop Hector MacDonald, CSC",
2784,Notation,,Proof of Baptism,,1966-08-07,"St. Gregory the Great Parish, Williamsville, NY",,
2784,Notation,,Notice of Confirmation,,1980-05-18,"St. Gregory the Great Parish, Williamsville, NY",,
630,Notation,,Notice of Holy Orders,Presbyteral,2015-06-05,2006-05-15,"Most Rev. Alexander K. Sample, J.C.L., D.D.",
2078,Notation,,Proof of Baptism,,1969-03-12,"Beaverton Foursquare Church, Beaverton, Oregon",,
2078,Notation,,Notice of Confirmation,,2012-04-07,"St. Cecilia Parish, Beaverton, Oregon",,
2078,Notation,,Notice of Profession of Faith,,2012-04-07,"St. Matthew Parish, Hillsboro, Oregon",,
2800,Notation,,Proof of Baptism,,1979-07-08,"Christ United Methodist Church, Albuquerque, NM",,
2800,Notation,,Notice of Confirmation,,1998-04-11,"Risen Savior Catholic Church, Albuquerque, NM",,
2800,Notation,,Notice of Profession of Faith,,1998-04-11,"Risen Savior Catholic Church, Albuquerque, NM",,
2800,Notation,,Notice of Matrimony,,1994-07-23,"Our Lady of the Annunciation Parish, Albuquerque, NM",,2801
2800,Notation,,Notice of Holy Orders,Minor Order: Reader,2024-05-19,,,
2800,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2024-05-19,,,
571,Notation,,Notice of Holy Orders,Presbyteral,1966-12-21,"Pilar, Goa, India",Most Rev. Francisco da Piedade Rebelo,
1577,Notation,,Notice of Holy Orders,Presbyteral,2006-02-04,,,
289,Notation,,Proof of Baptism,,1962-08-09,"Parroquia de San Pedro Tlaquepaque, San Pedro Tlaquapque, Jalisco, Mexico",,
289,Notation,,Notice of Matrimony,,1993-08-14,,,166
289,Notation,,Notice of Holy Orders,Diaconate,1997-11-28,"Sacred Heart Church, Medford OR",,
289,Notation,,Notice of Holy Orders,Minor Order: Reader,1996-08-03,,,
289,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1996-08-03,,,
289,Notation,,Notice of Holy Orders,Installation: Candidate,1997-07-12,,,
1566,Notation,,Notice of Holy Orders,Presbyteral,2000-07-08,"Templo Cristo Sacerdote, Guadalajara, Jalisco, Mexico","Mons. Filipe Tejeda, M.Sp.S.",
374,Notation,,Proof of Baptism,,1993-04-10,"Mariners Chapel, Kings Point NY",,
374,Notation,,Notice of Matrimony,,1998-06-20,,,0
2769,Notation,,Notice of Holy Orders,Diaconate,2021-06-19,,,
572,Notation,,Notice of Holy Orders,Presbyteral,2012-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
725,Notation,,Notice of Holy Orders,Presbyteral,2012-06-02,"St. Martha’s Parish, Huntington Park, CA",Bishop Joseph Madera MSpS,
158,Notation,,Proof of Baptism,,1970-06-28,"Parroquia de San Lorenzo Martir, Veracruz, Mexico",,
158,Notation,,Notice of Matrimony,,2000-02-26,,,0
1325,Notation,,Notice of Holy Orders,Diaconate,2014-06-27,,,
1325,Notation,,Notice of Holy Orders,Presbyteral,2015-09-19,,,
376,Notation,,Proof of Baptism,,1958-09-07,"St. Joseph Church, Salem OR",,
376,Notation,,Notice of Matrimony,,1980-07-12,,,0
831,Notation,,Notice of Holy Orders,Presbyteral,1971-06-12,Portland,Most Rev. Robert J. Dwyer,
98,Notation,,Proof of Baptism,,1949-11-13,"St. Michael Catholic Church, Convent LA",,
98,Notation,,Notice of Matrimony,,1983-08-17,,,0
1551,Notation,,Notice of Holy Orders,Presbyteral,1970-05-09,,,
1328,Notation,,Notice of Holy Orders,Presbyteral,2015-09-19,,,
665,Notation,,Notice of Holy Orders,Presbyteral,2001-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
2737,Notation,,Proof of Baptism,,1975-05-18,"Stuttgart, West Germany, US Military Ord.",,
2737,Notation,,Notice of Holy Orders,Presbyteral,2013-05-25,"St. Patrick’s Cathedral, New York, NY",Most Rev. Timothy Cardinal Dolan,
832,Notation,,Notice of Holy Orders,Presbyteral,1964-12-01,Rome,,
1511,Notation,,Notice of Holy Orders,Presbyteral,2000-08-12,,,
3350,Notation,,Notice of Holy Orders,Diaconate,2006-06-06,"St. Joseph’s Major Seminary, Khammam, India",,
3350,Notation,,Notice of Holy Orders,Presbyteral,2006-12-26,"St. Joseph’s Major Seminary, Khammam, India",Most Rev. Paul Maipan -Bishop of Khammam,
117,Notation,,Proof of Baptism,,1948-03-29,"Our Lady of Guadalupe Church, Mission TX",,
117,Notation,,Notice of Matrimony,,1974-06-22,,,0
117,Notation,,Notice of Holy Orders,Minor Order: Reader,2012-11-03,,,
117,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2014-02-23,,,
811,Notation,,Notice of Holy Orders,Presbyteral,1967-06-16,,,
326,Notation,,Proof of Baptism,,1960-11-07,,,
326,Notation,,Notice of Holy Orders,Presbyteral,1990-06-01,"St. Peter Cathedral, Marquette, MI",Most Rev. Mark Schmitt,
326,Notation,,Notice of Holy Orders,Episcopal,2006-01-25,"St. Peter Cathedral, Marquette, MI",Adam Cardinal Maida,
739,Notation,,Notice of Holy Orders,Presbyteral,2008-06-07,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
2731,Notation,,Proof of Baptism,,1992-05-24,"St. Barbara Catholic Church, Santa Anna, CA",,
2731,Notation,,Notice of Confirmation,,2009-05-12,"St. Christopher Catholic Church, Moreno Valley, CA",,
2731,Notation,,Notice of Holy Orders,Minor Order: Reader,2023-03-06,,,
2731,Notation,,Notice of Holy Orders,Installation: Candidate,2023-10-18,,,
2075,Notation,,Proof of Baptism,,1993-06-12,"Nuestra Señora de Guadalupe, San Luis Rio Colorado, Sonora, Mexico",,
2075,Notation,,Notice of Holy Orders,Diaconate,2020-08-01,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",,
2075,Notation,,Notice of Holy Orders,Presbyteral,2021-05-28,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
2075,Notation,,Notice of Holy Orders,Minor Order: Reader,2017-03-03,,,
2075,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2020-06-12,,,
631,Notation,,Notice of Holy Orders,Presbyteral,2015-06-05,,,
3044,Notation,,Notice of Holy Orders,Diaconate,1999-01-09,,,
3044,Notation,,Notice of Holy Orders,Presbyteral,2000-08-12,,,
3078,Notation,,Notice of Holy Orders,Presbyteral,1992-06-13,,,
299,Notation,,Notice of Matrimony,,1970-06-20,,,0
840,Notation,,Notice of Holy Orders,Presbyteral,2000-05-27,"Los Angeles, California",John Quinn,
833,Notation,,Notice of Holy Orders,Presbyteral,1963-05-11,Benedictines: Mt Angel,Most Rev. Edward D. Howard,
3356,Notation,,Proof of Baptism,,1984-01-01,,,
3356,Notation,,Notice of Holy Orders,Diaconate,2008-06-05,"St. Joseph’s Major Seminary, Khammam, India",,
3356,Notation,,Notice of Holy Orders,Presbyteral,2009-02-05,"Our Lady of Snow’s Church, K. Udayapatty, India",Most Rev. Antony Devotta,
466,Notation,,Proof of Baptism,,1967-08-01,"First Baptist Church, Eugene",,
618,Notation,,Notice of Holy Orders,Presbyteral,2008-05-31,"St. Dominic Church, San Francisco, CA","Most Rev. Allen Vigneron, DD",
250,Notation,,Notice of Matrimony,,1973-10-19,,,0
250,Notation,,Notice of Holy Orders,Diaconate,1999-12-18,"St. Louis Catholic Church, New Orleans LA",,
619,Notation,,Notice of Holy Orders,Presbyteral,2001-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
28,Notation,,Proof of Baptism,,1937-02-02,"Holy Cross Church, Pfeifer KS",,
28,Notation,,Notice of Holy Orders,Diaconate,2007-11-03,"Cathedral of the Immaculate Conception, Portland, OR",,
28,Notation,,Notice of Holy Orders,Minor Order: Reader,2006-12-09,,,
28,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2006-12-09,,,
28,Notation,,Notice of Holy Orders,Installation: Candidate,2006-12-09,,,
2785,Notation,,Proof of Baptism,,1962-04-15,"Assumption of the Blessed Virgin Parish, Kansas City, MO",,
2785,Notation,,Notice of Confirmation,,1992-04-18,"St. Elizabeth Parish, Kansas City, MO",,
2785,Notation,,Notice of Matrimony,,1988-09-10,"Our Lady of Perpetual Help Parish, Germantown, TN",,0
322,Notation,,Proof of Baptism,,1950-10-08,"St. George Church, Pittsburgh PA",,
322,Notation,,Notice of Confirmation,,1961-03-01,"St. George Church, Pittsburgh PA",,
322,Notation,,Notice of Matrimony,,1973-02-03,,,64
322,Notation,,Notice of Holy Orders,Diaconate,2013-10-26,"Cathedral of the Immaculate Conception, Portland, OR",,
322,Notation,,Notice of Holy Orders,Minor Order: Reader,2010-11-06,,,
322,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2011-10-29,,,
322,Notation,,Notice of Holy Orders,Installation: Candidate,2012-11-03,,,
726,Notation,,Notice of Holy Orders,Presbyteral,1985-04-13,,,
740,Notation,,Notice of Holy Orders,Presbyteral,1965-05-22,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Edward D. Howard,
1593,Notation,,Proof of Baptism,,1997-01-26,"St. Elizabeth Ann Seton, Aloha, OR",,
1593,Notation,,Notice of Confirmation,,2012-05-10,,,
1593,Notation,,Notice of Holy Orders,Diaconate,2024-10-03,"Basilica of St. Peter, Vatican City State, Italy",,
632,Notation,,Notice of Holy Orders,Presbyteral,1960-05-21,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Edward D. Howard,
573,Notation,,Notice of Holy Orders,Diaconate,2013-10-30,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",,
573,Notation,,Notice of Holy Orders,Presbyteral,2014-06-14,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
727,Notation,,Notice of Holy Orders,Presbyteral,1985-08-06,"Jaffna, Sri Lanka","Rt. Rev. Dr., B. Deogupillai",
3062,Notation,,Proof of Baptism,,2004-12-25,"St. Paul Parish, Silverton, OR",,
3062,Notation,,Notice of Confirmation,,2021-05-20,"St. Paul Parish, Silverton, OR",,
3002,Notation,,Proof of Baptism,,2000-10-01,"St. Paul, Silverton",,
3002,Notation,,Notice of Confirmation,,2016-04-26,"Sacred Heart, Gervis",,
2772,Notation,,Proof of Baptism,,1994-05-08,"St. Patrick’s, Raton, NM",,
2772,Notation,,Notice of Confirmation,,2012-04-07,"St. Joseph’s Church Raton, NM",,
2772,Notation,,Notice of Holy Orders,Diaconate,2021-05-20,"St. Joseph on the Rio Grande, Albuquerque, NM",,
2772,Notation,,Notice of Holy Orders,Minor Order: Reader,2018-03-15,,,
2772,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2019-03-08,,,
2772,Notation,,Notice of Holy Orders,Installation: Candidate,2020-10-21,,,
3409,Notation,,Notice of Matrimony,,2011-12-29,,,0
11,Notation,,Proof of Baptism,,1962-11-04,"St. Mary Parish, Mount Angel OR",,
11,Notation,,Notice of Matrimony,,1991-11-30,,,0
11,Notation,,Notice of Holy Orders,Diaconate,2002-11-23,"Cathedral of the Immaculate Conception, Portland, OR",,
11,Notation,,Notice of Holy Orders,Minor Order: Reader,2001-09-08,,,
11,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2001-09-08,,,
11,Notation,,Notice of Holy Orders,Installation: Candidate,2001-09-08,,,
2970,Notation,,Notice of Holy Orders,Diaconate,2015-09-05,,,
2970,Notation,,Notice of Holy Orders,Presbyteral,2022-06-24,"St. Dominic’s Church, San Francisco, CA",,
812,Notation,,Notice of Holy Orders,Presbyteral,1981-07-22,"St. Mary Church, Secunderabad, India",Most Rev. Samineni Arulappa,
2066,Notation,,Notice of Holy Orders,Presbyteral,2006-12-29,"Cathedral of Namcheon, Busan, South Korea",Most Rev. Augustine Cheong,
887,Notation,,Proof of Baptism,,1963-10-20,"St. Michael’s Parish, Livonia, MI",,
887,Notation,,Notice of Holy Orders,Presbyteral,1996-06-01,"St. Dominic’s Church, San Francisco, CA","Most Rev. Carlos A. Sevilla, SJ, D.D.",
1559,Notation,,Proof of Baptism,,2000-10-14,"Mary Immaculate Parish, Pacoima, CA",,
1559,Notation,,Notice of Confirmation,,2016-05-26,"St. Joseph Parish, Salem, OR",,
3129,Notation,,Proof of Baptism,,1994-01-24,"St. Mary Parish, Mount Angel, OR",,
3129,Notation,,Notice of Matrimony,,2021-09-25,,,0
620,Notation,,Notice of Holy Orders,Presbyteral,2006-06-10,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
1353,Notation,,Notice of Holy Orders,Presbyteral,1995-06-25,,,
500,Notation,,Proof of Baptism,,1959-10-18,"Anglican Church of the Ascension, Springvale, Victoria, Australia",,
500,Notation,,Notice of Confirmation,,2015-04-04,"St. Michael the Archangel, Portland, Oregon",,
500,Notation,,Notice of Profession of Faith,,2015-04-04,"St. Michael the Archangel, Portland, Oregon",,
500,Notation,,Notice of Matrimony,,1985-12-21,,,0
3107,Notation,,Proof of Baptism,,1962-12-09,"St. Nicholas Parish, New Jersey",,
3107,Notation,,Notice of Confirmation,,1974-12-06,"St. Ignatius Parish, Chicago, IL",,
3107,Notation,,Notice of Matrimony,,2010-10-08,"Holy Rosary Parish, Portland, OR",,0
897,Notation,,Notice of Holy Orders,Diaconate,1983-11-05,"St. Paul Church, Cambridge, MA",,
897,Notation,,Notice of Holy Orders,Presbyteral,1984-06-09,"Loyola Marymount University, Los Angeles, CA",,
1356,Notation,,Notice of Holy Orders,Presbyteral,1999-07-17,,Rt.Rev. Amedeus Msarikie,
749,Notation,,Notice of Holy Orders,Presbyteral,1976-05-15,"St. Paul the Apostle, NY, NY",Terrence Cardinal Cook,
2745,Notation,,Notice of Holy Orders,Presbyteral,2013-05-31,,,
2971,Notation,,Notice of Holy Orders,Presbyteral,2001-04-22,,,
330,Notation,,Proof of Baptism,,1940-04-07,"St. Columba, Chowchilla CA",,
330,Notation,,Notice of Matrimony,,1976-05-21,,,0
330,Notation,,Notice of Holy Orders,Diaconate,1982-12-04,"St. John Vianney, Walnut Creek CA",,
330,Notation,,Notice of Holy Orders,Minor Order: Reader,1981-01-23,,,
330,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1982-11-07,,,
330,Notation,,Notice of Holy Orders,Installation: Candidate,1980-04-11,,,
1512,Notation,,Notice of Holy Orders,Presbyteral,1992-05-09,"Our Lady of Sorrows Basilica, Chicago, IL",,
834,Notation,,Notice of Holy Orders,Presbyteral,1978-10-14,"Ascension, Portland",Most Rev. Cornelius M. Power,
2773,Notation,,Proof of Baptism,,1983-11-06,"Immaculate Conception Church, Las Vegas, NM",,
2773,Notation,,Notice of Confirmation,,2000-05-05,"Immaculate Conception Church, Las Vegas, NM",,
2773,Notation,,Notice of Holy Orders,Diaconate,2021-05-20,,,
2773,Notation,,Notice of Holy Orders,Minor Order: Reader,2018-03-15,,,
2773,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2019-03-08,,,
2773,Notation,,Notice of Holy Orders,Installation: Candidate,2020-10-21,,,
633,Notation,,Notice of Holy Orders,Presbyteral,1988-05-28,,,
659,Notation,,Proof of Baptism,,1956-06-02,"Sacred Heart Church, San Jose, CA",,
659,Notation,,Notice of Holy Orders,Diaconate,1970-12-01,"Toronto, Ontario",,
659,Notation,,Notice of Holy Orders,Presbyteral,1971-06-06,"St. Ignatius Church, San Francisco, CA",Most Rev. Joseph McGucken,
659,Notation,,Notice of Holy Orders,Minor Order: Reader,1965-04-05,,,
659,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1965-05-06,,,
463,Notation,,Notice of Holy Orders,Presbyteral,2001-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
463,Notation,,Notice of Holy Orders,Episcopal,2014-04-29,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
178,Notation,,Proof of Baptism,,1932-09-11,"St. Monica Church, Santa Monica CA",,
178,Notation,,Notice of Matrimony,,1953-03-07,,,113
178,Notation,,Notice of Holy Orders,Diaconate,1986-10-04,"Our Lady of the Rosary Cathedral, San Barnardino CA",,
190,Notation,,Proof of Baptism,,1959-06-03,"Christ the King Catholic Church, Richland WA",,
190,Notation,,Notice of Matrimony,,1978-03-25,,,47
190,Notation,,Notice of Holy Orders,Diaconate,2000-06-10,"Cathedral of the Blessed Sacrament, Sacramento CA",,
190,Notation,,Notice of Holy Orders,Minor Order: Reader,1998-04-19,,,
190,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1999-05-30,,,
190,Notation,,Notice of Holy Orders,Installation: Candidate,1999-11-21,,,
133,Notation,,Notice of Matrimony,,1984-11-24,,,0
2028,Notation,,Proof of Baptism,,1980-04-06,"St. Joseph Parish, Chehalis, WA",,
2028,Notation,,Notice of Confirmation,,1998-04-25,"St. Francis Xavier Mission, Toledo, WA",,
2028,Notation,,Notice of Matrimony,,2007-08-04,"St. Peter Parish, Kailua-Kona, HI",,0
2028,Notation,,Notice of Holy Orders,Minor Order: Reader,2022-05-22,,,
2028,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2022-05-22,,,
778,Notation,,Proof of Baptism,,1944-10-21,"St. Joseph Church, Waterville, WA",,
778,Notation,,Notice of Holy Orders,Presbyteral,1972-05-27,"St. Andrew Parish, Portland",Most Rev. Robert J. Dwyer,
2806,Notation,,Proof of Baptism,,1977-02-27,"St. Frances Cabrini Parish, San Jose, CA",,
2806,Notation,,Notice of Confirmation,,1991-05-04,"St. Frances Cabrini Parish, San Jose, CA",,
2806,Notation,,Notice of Matrimony,,1997-02-15,"St. Francis de Sales, Las Vegas, NV",,0
