mbfc__Affiliation__c,adpdx_Archdiocesan_Assignment__c,mbfc__Duty_Load__c,mbfc__Start_Date__c,mbfc__Completion_Date__c,mbfc__Category__c,mbfc__Use_Custom_Title__c,mbfc__Custom_Title__c,mbfc__Context__c,mbfc__Person__c,Archdpdx_Migration_Id__c,Archdpdx_Job_Id__c
Spanish Immersion,True,,2022-05-01,2022-07-31,Any All,True,Spanish Immersion,001Ps00000l54fzIAA,003Ps00000frjNSIAY,2748,156
Summer Assignment,True,,2022-05-01,2022-05-31,Any All,True,Summer Assignment,001Ps00000l54fzIAA,003Ps00000frkj2IAA,2747,156
Institute of Priestly Formation,True,,2022-05-25,2022-08-02,Any All,True,Institute of Priestly Formation,001Ps00000l54fzIAA,003Ps00000frjuGIAQ,2746,156
Institute of Priestly Formation,True,,2022-05-25,2022-08-02,Any All,True,Institute of Priestly Formation,001Ps00000l54fzIAA,003Ps00000frlXLIAY,2745,156
Institute of Priestly Formation,False,,2022-05-29,2022-07-30,Any All,True,Institute of Priestly Formation,001Ps00000l54fzIAA,003Ps00000frlXEIAY,2744,156
Institute of Priestly Formation,True,,2022-05-29,2022-07-30,Any All,True,Institute of Priestly Formation,001Ps00000l54fzIAA,003Ps00000frlWVIAY,2743,156
Institute of Priestly Formation,True,,2022-05-29,2022-07-30,Any All,True,Institute of Priestly Formation,001Ps00000l54fzIAA,003Ps00000frkgbIAA,2742,156
Summer Assignment,True,,2022-05-01,2022-07-31,Any All,True,Summer Assignment,001Ps00000l54hAIAQ,003Ps00000frkg7IAA,2741,156
Summer Assignment,True,,2022-07-01,2022-07-31,Any All,True,Summer Assignment,001Ps00000l54gVIAQ,003Ps00000frkedIAA,2740,156
Summer Assignment,True,,2022-05-01,2022-06-30,Any All,True,Summer Assignment,001Ps00000l54gfIAA,003Ps00000frkedIAA,2739,156
Institute of Priestly Formation,True,,2022-05-01,2022-07-31,Any All,True,Institute of Priestly Formation,001Ps00000l54fzIAA,003Ps00000frkGBIAY,2738,156
Italian Studies,True,,2022-05-01,2022-07-31,Any All,True,Italian Studies,001Ps00000l54fzIAA,003Ps00000frjrVIAQ,2737,156
Spanish Immersion,True,,2022-05-01,2022-07-30,Any All,True,Spanish Immersion,001Ps00000l54fzIAA,003Ps00000frllLIAQ,2736,156
Summer Assignment,True,,2022-05-01,2022-07-31,Any All,True,Summer Assignment,001Ps00000l54gTIAQ,003Ps00000frlkZIAQ,2735,156
Summer Assignment,True,,2022-05-01,2022-05-31,Any All,True,Summer Assignment,001Ps00000l54fzIAA,003Ps00000frkQzIAI,2734,156
Summer Assignment,True,,2022-05-01,2022-07-31,Any All,True,Summer Assignment,001Ps00000l54gWIAQ,003Ps00000frjn8IAA,2733,156
Summer Assignment,True,,2022-05-01,2022-07-31,Any All,True,Summer Assignment,001Ps00000l5CTzIAM,003Ps00000frktCIAQ,2732,156
Summer Assignment,True,,2022-05-01,2022-07-31,Any All,True,Summer Assignment,001Ps00000l5CUSIA2,003Ps00000frjvnIAA,2731,156
Parochial Vicar,False,,2014-07-01,2017-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CU0IAM,003Ps00000frjhCIAQ,2730,156
Choir Director,False,,,2023-01-01,Any All,True,Choir Director,001Ps00000l54h4IAA,003Ps00000frkmLIAQ,2729,156
Choir Director,False,,,2023-01-01,Any All,True,Choir Director,001Ps00000l54h4IAA,003Ps00000frjkkIAA,2728,156
Organist,False,,,2023-01-01,Any All,True,Organist,001Ps00000l54h4IAA,003Ps00000frldkIAA,2727,156
Liturgy Coordinator,False,,,,Any All,True,Liturgy Coordinator,001Ps00000l54h4IAA,003Ps00000frk83IAA,2726,156
Administrative Assistant,False,,,2023-01-01,Any All,True,Administrative Assistant,001Ps00000l54h4IAA,003Ps00000frjlxIAA,2725,156
Maintenance,False,,,2023-01-01,Any All,True,Maintenance,001Ps00000l54h2IAA,003Ps00000frkshIAA,2724,156
Hispanic Ministries,False,,,,Any All,True,Hispanic Ministries,001Ps00000l54h2IAA,003Ps00000frk0yIAA,2723,156
Youth Minister,False,,,2024-05-22,Any All,True,Youth Minister,001Ps00000l54h2IAA,003Ps00000frjGvIAI,2722,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l54h1IAA,003Ps00000frjtYIAQ,2721,156
Bookkeeper,False,,,,Any All,True,Bookkeeper,001Ps00000l54h1IAA,003Ps00000frjifIAA,2720,156
Youth Ministry,False,,,2023-01-01,Any All,True,Youth Ministry,001Ps00000l54h1IAA,003Ps00000frkgQIAQ,2719,156
Parochial Vicar,False,,2022-06-24,,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CVDIA2,003Ps00000frld0IAA,2718,156
Bilingual Secretary,False,,,,Any All,True,Bilingual Secretary,001Ps00000l54gwIAA,003Ps00000frjuOIAQ,2717,156
Hispanic Ministry/Ministerio Hispano,False,,,,Any All,True,Hispanic Ministry/Ministerio Hispano,001Ps00000l54gwIAA,003Ps00000frketIAA,2716,156
Director of Religious Education,False,,,,Any All,True,Director of Religious Education,001Ps00000l5CUyIAM,003Ps00000frkaOIAQ,2715,156
Religious Education,False,,,,Any All,True,Religious Education,001Ps00000l54gvIAA,003Ps00000frjxMIAQ,2714,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l54gvIAA,003Ps00000frlclIAA,2713,156
Peer Minister,False,,,,Any All,True,Peer Minister,001Ps00000l5WQoIAM,003Ps00000frkQbIAI,2712,156
Peer Minister,False,,,2023-01-01,Any All,True,Peer Minister,001Ps00000l5CVDIA2,003Ps00000frkQbIAI,2711,156
Peer Minister,False,,,,Any All,True,Peer Minister,001Ps00000l5WQoIAM,003Ps00000frlodIAA,2710,156
Peer Minister,False,,,2023-01-01,Any All,True,Peer Minister,001Ps00000l5CVDIA2,003Ps00000frlodIAA,2709,156
Music Co-Director,False,,,2023-01-01,Any All,True,Music Co-Director,001Ps00000l54gpIAA,003Ps00000frjpeIAA,2707,156
Cantor,False,,,2023-01-01,Any All,True,Cantor,001Ps00000l54gpIAA,003Ps00000frll4IAA,2706,156
Office Secretary,False,,,,Any All,True,Office Secretary,001Ps00000l54gpIAA,003Ps00000frloxIAA,2705,156
Director of Hispanic Ministry,False,,,2023-01-01,Any All,True,Director of Hispanic Ministry,001Ps00000l54giIAA,003Ps00000frkNvIAI,2704,156
Youth Minister,False,,,2024-12-10,Any All,True,Youth Minister,001Ps00000l54giIAA,003Ps00000frkCGIAY,2703,156
Youth Minister,False,,,2023-01-01,Any All,True,Youth Minister,001Ps00000l54giIAA,003Ps00000frkX6IAI,2702,156
Director of K-5 Religious Education,False,,,,Any All,True,Director of K-5 Religious Education,001Ps00000l54giIAA,003Ps00000frjgxIAA,2701,156
Communications Director,False,,,2023-01-01,Any All,True,Communications Director,001Ps00000l54giIAA,003Ps00000frjuKIAQ,2700,156
Administrative Assistant,False,,,2023-01-01,Any All,True,Administrative Assistant,001Ps00000l54giIAA,003Ps00000frk8KIAQ,2699,156
Religious Education Assistant,False,,,2023-01-01,Any All,True,Religious Education Assistant,001Ps00000l54ghIAA,003Ps00000frjgzIAA,2698,156
Pastoral Associate,False,,,1900-01-01,Any All,True,Pastoral Associate,001Ps00000l5CV3IAM,003Ps00000frks0IAA,2697,156
Lead Catechist,False,,,,Any All,True,Lead Catechist,001Ps00000l54h0IAA,003Ps00000frkJKIAY,2696,156
Summer Assignment,False,,2022-03-25,2022-07-31,Any All,True,Summer Assignment,001Ps00000l54hGIAQ,003Ps00000frklJIAQ,2694,156
Special Assignment,True,,2022-04-06,2022-12-31,Any All,True,Special Assignment,001Ps00000l54fyIAA,003Ps00000frlckIAA,2693,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l5CV1IAM,003Ps00000frjiYIAQ,2692,156
Business Administrator,False,,,2023-01-01,Any All,True,Business Administrator,001Ps00000l54gZIAQ,003Ps00000frknqIAA,2691,156
Recepcionista-Asistente Hispano,False,,,2023-01-01,Any All,True,Recepcionista-Asistente Hispano,001Ps00000l54gXIAQ,003Ps00000frk0xIAA,2690,156
Sacristan,False,,,,Any All,True,Sacristan,001Ps00000l54gTIAQ,003Ps00000frk87IAA,2689,156
Music Ministry,False,,,,Any All,True,Music Ministry,001Ps00000l54gTIAQ,003Ps00000frkffIAA,2688,156
Music Ministry,False,,,,Any All,True,Music Ministry,001Ps00000l54gTIAQ,003Ps00000frkfgIAA,2687,156
Youth Ministry Coordinator,False,,,,Any All,True,Youth Ministry Coordinator,001Ps00000l54gPIAQ,003Ps00000frklNIAQ,2686,156
Volunteer Receptionist,False,,,2023-01-01,Any All,True,Volunteer Receptionist,001Ps00000l54gPIAQ,003Ps00000frjhSIAQ,2685,156
Volunteer Receptionist,False,,,2023-01-01,Any All,True,Volunteer Receptionist,001Ps00000l54gPIAQ,003Ps00000frjtNIAQ,2684,156
Visiting Priest,False,,2022-03-19,,Any All,True,Visiting Priest,001Ps00000l5CU3IAM,003Ps00000frjS6IAI,2683,156
Parochial Vicar,True,,2022-04-24,2023-06-30,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CTzIAM,003Ps00000frjmOIAQ,2682,156
Presbyteral Council: Consultor,True,,2022-03-05,,Any All,True,Presbyteral Council: Consultor,001Ps00000l54fyIAA,003Ps00000frkaDIAQ,2681,156
Presbyteral Council: Consultor,True,,2022-03-05,,Any All,True,Presbyteral Council: Consultor,001Ps00000l54fyIAA,,2680,156
Presbyteral Council: Consultor,True,,2022-03-05,,Any All,True,Presbyteral Council: Consultor,001Ps00000l54fyIAA,003Ps00000frjNPIAY,2679,156
Presbyteral Council: Consultor,True,,2022-03-05,,Any All,True,Presbyteral Council: Consultor,001Ps00000l54fyIAA,003Ps00000frkppIAA,2678,156
Presbyteral Council: Consultor,True,,2022-03-05,2024-01-03,Any All,True,Presbyteral Council: Consultor,001Ps00000l54fyIAA,003Ps00000frkezIAA,2677,156
Presbyteral Council: Consultor,True,,2022-03-05,,Any All,True,Presbyteral Council: Consultor,001Ps00000l54fyIAA,,2676,156
Pastor,False,,2009-07-01,2016-08-15,Pastoral Assignment,True,Pastor,001Ps00000l5CU3IAM,003Ps00000frkIoIAI,2675,156
Director of Archdiocesan Catholic Cemeteries & Mortuaries,False,,2022-02-22,,Any All,True,Director of Archdiocesan Catholic Cemeteries & Mortuaries,001Ps00000l54fsIAA,003Ps00000frjiVIAQ,2674,156
DCS Coordinator,False,,2022-01-15,2024-06-14,Any All,True,DCS Coordinator,001Ps00000l54frIAA,003Ps00000frkigIAA,2672,156
Administrator,True,,2021-02-24,,Pastoral Assignment,True,Administrator,001Ps00000l5CUtIAM,,2671,156
Pastoral Year,False,,2021-12-31,2022-04-06,Any All,True,Pastoral Year,001Ps00000l5CUSIA2,003Ps00000frklvIAA,2670,156
Pastoral Assistant,False,,,2023-01-01,Any All,True,Pastoral Assistant,001Ps00000l5CUKIA2,003Ps00000frjhjIAA,2669,156
Pastoral Associate,False,,,2023-01-01,Any All,True,Pastoral Associate,001Ps00000l5CUKIA2,003Ps00000frjkxIAA,2668,156
Presbyteral Council: Consultor,True,,2022-03-05,,Any All,True,Presbyteral Council: Consultor,001Ps00000l54fyIAA,003Ps00000frloiIAA,2667,156
Presbyteral Council: Consultor,True,,2022-01-01,2022-03-04,Any All,True,Presbyteral Council: Consultor,001Ps00000l54fyIAA,003Ps00000frkm9IAA,2666,156
Presbyteral Council: Consultor,True,,2022-01-01,2022-03-04,Any All,True,Presbyteral Council: Consultor,001Ps00000l54fyIAA,003Ps00000frkXmIAI,2665,156
Presbyteral Council: Consultor,True,Part Time,2017-10-01,2022-10-01,Any All,True,Presbyteral Council: Consultor,001Ps00000l54fyIAA,003Ps00000frlWzIAI,2664,156
Presbyteral Council: Consultor,True,,2022-01-01,2022-03-04,Any All,True,Presbyteral Council: Consultor,001Ps00000l54fyIAA,003Ps00000frkoEIAQ,2663,156
Presbyteral Council: Consultor,True,,2022-01-01,2022-03-04,Any All,True,Presbyteral Council: Consultor,001Ps00000l54fyIAA,003Ps00000frldeIAA,2662,156
Presbyteral Council: Consultor,True,,2022-01-01,2022-03-04,Any All,True,Presbyteral Council: Consultor,001Ps00000l54fyIAA,003Ps00000frkNXIAY,2661,156
In Community,True,,2021-09-20,2022-06-30,Any All,True,In Community,001Ps00000l54h4IAA,003Ps00000frjNIIAY,2660,156
Business Manager,False,,,,Any All,True,Business Manager,001Ps00000l54gpIAA,003Ps00000frkY5IAI,2659,156
Associate Pastor,True,,1956-10-01,2021-02-03,Any All,True,Associate Pastor,001Ps00000l54hGIAQ,003Ps00000frkCbIAI,2658,156
Associate Pastor,True,,1957-08-29,2021-02-03,Any All,True,Associate Pastor,001Ps00000l5CUwIAM,003Ps00000frkCbIAI,2657,156
Associate Pastor,True,,1963-09-03,2021-02-03,Any All,True,Associate Pastor,001Ps00000l5CUEIA2,003Ps00000frkCbIAI,2656,156
Pastor,True,,1968-10-15,2021-02-03,Pastoral Assignment,True,Pastor,001Ps00000l54gaIAA,003Ps00000frkCbIAI,2655,156
Pastor,True,,1983-08-01,2021-02-03,Pastoral Assignment,True,Pastor,001Ps00000l54gqIAA,003Ps00000frkCbIAI,2654,156
Administrator,True,,2005-10-01,2021-02-03,Pastoral Assignment,True,Administrator,001Ps00000l5CTsIAM,003Ps00000frkCbIAI,2653,156
Pastor,True,,1988-07-01,2021-02-03,Pastoral Assignment,True,Pastor,001Ps00000l54gjIAA,003Ps00000frkCbIAI,2652,156
Administrative Assistant,False,,,2023-01-01,Any All,True,Administrative Assistant,001Ps00000l54gVIAQ,003Ps00000frjo8IAA,2651,156
Seasonal Development Assistant,False,,,,Any All,True,Seasonal Development Assistant,001Ps00000l54frIAA,003Ps00000frjzDIAQ,2650,156
Parochial Vicar,True,,2021-12-01,,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUFIA2,003Ps00000frjmUIAQ,2649,156
Presbyteral Council Rep,True,,2021-12-01,,Any All,True,Presbyteral Council Rep,001Ps00000l4vMWIAY,,2648,156
Presbyteral Council Rep,True,,2018-12-01,2024-12-01,Any All,True,Presbyteral Council Rep,001Ps00000l4vMcIAI,003Ps00000frlYIIAY,2647,156
Presbyteral Council Rep,True,,2020-12-01,2022-07-01,Any All,True,Presbyteral Council Rep,001Ps00000l4vMUIAY,003Ps00000frjkZIAQ,2646,156
Presbyteral Council Rep,True,,2020-12-01,2023-12-01,Any All,True,Presbyteral Council Rep,001Ps00000l4vMgIAI,003Ps00000frjNPIAY,2645,156
Presbyteral Council Rep,True,,2021-12-01,2022-11-11,Any All,True,Presbyteral Council Rep,001Ps00000l4vMjIAI,003Ps00000frjtXIAQ,2644,156
Presbyteral Council Rep,True,,2021-12-01,,Any All,True,Presbyteral Council Rep,001Ps00000l4vMTIAY,003Ps00000frlWPIAY,2643,156
Presbyteral Council Rep,True,,2021-12-01,2023-06-30,Any All,True,Presbyteral Council Rep,001Ps00000l4vMhIAI,003Ps00000frkezIAA,2642,156
Presbyteral Council Rep,True,,2021-12-01,2024-10-01,Any All,True,Presbyteral Council Rep,001Ps00000l4vMVIAY,003Ps00000frkppIAA,2641,156
Presbyteral Council Rep,True,,2021-12-01,2023-06-30,Any All,True,Presbyteral Council Rep,001Ps00000l4vMZIAY,003Ps00000frkRaIAI,2640,156
Presbyteral Council Rep,True,,2021-12-01,,Any All,True,Presbyteral Council Rep,001Ps00000l4vMiIAI,003Ps00000frk0cIAA,2639,156
Presbyteral Council Rep,True,,2021-12-01,2023-06-30,Any All,True,Presbyteral Council Rep,001Ps00000l4vMeIAI,,2638,156
Presbyteral Council Rep,True,,2021-12-01,2024-12-01,Any All,True,Presbyteral Council Rep,001Ps00000l4vMSIAY,003Ps00000frkaDIAQ,2637,156
Presbyteral Council Rep,True,,2020-12-01,2023-12-01,Any All,True,Presbyteral Council Rep,001Ps00000l4vMfIAI,,2636,156
Presbyteral Council Rep,True,,2021-12-01,2024-06-30,Any All,True,Presbyteral Council Rep,001Ps00000l4vMYIAY,,2635,156
Presbyteral Council Rep,True,,2019-12-01,2022-12-01,Any All,True,Presbyteral Council Rep,001Ps00000l4vMbIAI,003Ps00000frjxZIAQ,2634,156
Presbyteral Council Rep,True,,2021-12-01,,Any All,True,Presbyteral Council Rep,001Ps00000l4vMXIAY,003Ps00000frjwgIAA,2633,156
Presbyteral Council Rep,True,,2019-12-01,,Any All,True,Presbyteral Council Rep,001Ps00000l4vMdIAI,,2632,156
Presbyteral Council Rep,True,,2021-12-01,2024-12-01,Any All,True,Presbyteral Council Rep,001Ps00000l4vMaIAI,003Ps00000frjIhIAI,2631,156
Parochial Vicar,True,,2021-12-16,,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUMIA2,003Ps00000frk7oIAA,2629,156
Assisting Deacon,True,,2021-07-01,2024-03-06,Pastoral Assignment,True,Assisting Deacon,001Ps00000l5CU8IAM,003Ps00000frkmyIAA,2628,156
Presbyteral Council Religious Rep,True,,2020-12-01,2023-12-01,Any All,True,Presbyteral Council Religious Rep,001Ps00000l54fyIAA,003Ps00000frkj6IAA,2626,156
Presbyteral Council Vicariate Rep Albany/Corvallis,True,,2017-12-01,2020-12-01,Any All,True,Presbyteral Council Vicariate Rep Albany/Corvallis,001Ps00000l54fyIAA,,2620,156
Presbyteral Council Vicariate Rep E PDX Suburban,True,,2018-12-01,2021-12-01,Any All,True,Presbyteral Council Vicariate Rep E PDX Suburban,001Ps00000l54fyIAA,003Ps00000frki3IAA,2617,156
Principal,False,,2021-07-01,2023-06-28,Any All,True,Principal,001Ps00000l56hfIAA,003Ps00000frjkKIAQ,2606,156
Vicar Forane,True,,2021-10-01,2024-09-30,Pastoral Assignment,True,Vicar Forane,001Ps00000l4vMSIAY,003Ps00000frllIIAQ,2605,156
Novice Director,False,,,,Any All,True,Novice Director,001Ps00000l5eUoIAI,003Ps00000frkRIIAY,2602,156
Assistant JCCU Tertian Director,False,,,,Any All,True,Assistant JCCU Tertian Director,001Ps00000l5eUpIAI,003Ps00000frkC7IAI,2601,156
Episcopal Vicar for the Usus Antiquior,True,,2021-11-01,,Any All,True,Episcopal Vicar for the Usus Antiquior,001Ps00000l54fyIAA,003Ps00000frkOQIAY,2598,156
Assisting Deacon,True,,2021-05-24,2023-09-30,Pastoral Assignment,True,Assisting Deacon,001Ps00000l54h2IAA,003Ps00000frkt4IAA,2597,156
Assisting Deacon,True,,2021-05-24,2023-12-31,Pastoral Assignment,True,Assisting Deacon,001Ps00000l54goIAA,003Ps00000frkt4IAA,2596,156
Videographer,False,,2021-11-03,2021-12-11,Any All,True,Videographer,001Ps00000l54frIAA,003Ps00000frkFaIAI,2595,156
Deacon,True,,2021-11-12,2024-02-26,Pastoral Assignment,True,Deacon,001Ps00000l5CUJIA2,003Ps00000frkg9IAA,2594,156
"Priest Chaplain, Brighton Hospice",True,,2021-10-04,2023-01-16,Any All,True,"Priest Chaplain, Brighton Hospice",001Ps00000l54fyIAA,,2593,156
Administrator,True,,2021-11-01,2022-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUBIA2,003Ps00000frjXCIAY,2592,156
Chaplain,True,,2017-07-01,2021-10-08,Pastoral Assignment,True,Chaplain,001Ps00000l56hsIAA,003Ps00000frllYIAQ,2591,156
Administrator,False,,2021-10-01,2022-05-31,Pastoral Assignment,True,Administrator,001Ps00000l5CVDIA2,003Ps00000frktHIAQ,2590,156
Seminarian,False,,2018-08-15,2023-06-01,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frjkmIAA,2589,156
Seminarian,False,,2019-08-15,2022-04-06,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frklvIAA,2588,156
Seminarian,False,,2021-08-01,2022-12-01,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frklqIAA,2587,156
Seminarian,True,,2015-08-06,2024-11-15,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frklfIAA,2586,156
Seminarian,False,,2021-08-01,2022-08-01,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frklJIAQ,2585,156
Seminarian,False,,2018-08-15,2021-12-21,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frjiRIAQ,2584,156
Seminarian,True,,2019-08-15,,Any All,True,Seminarian,001Ps00000l54fzIAA,,2583,156
Seminarian,True,,2021-08-01,,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frjNSIAY,2582,156
Seminarian,True,Full Time,2018-08-15,2023-06-30,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frkj2IAA,2581,156
Seminarian,True,,2021-08-01,,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frjuGIAQ,2580,156
Seminarian,True,,2021-08-01,,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frlXLIAY,2579,156
Seminarian,False,,2017-08-15,2023-12-01,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frlXEIAY,2578,156
Seminarian,True,,2018-08-15,,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frlWVIAY,2577,156
Seminarian,True,,2020-08-15,2023-06-01,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frkgbIAA,2576,156
Seminarian,True,,2021-08-01,,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frkg7IAA,2575,156
Seminarian,True,,2019-08-15,,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frkedIAA,2574,156
Seminarian,True,,2020-08-15,,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frkGBIAY,2573,156
Seminarian,True,,2021-08-01,,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frjrVIAQ,2572,156
Seminarian,True,,2017-08-15,2024-06-22,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frllLIAQ,2571,156
Seminarian,True,,2017-04-30,2023-06-30,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frlkZIAQ,2570,156
Seminarian,True,Full Time,2016-08-15,2023-06-03,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frkQzIAI,2569,156
Seminarian,True,,2017-08-15,2024-06-22,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frkZnIAI,2568,156
Seminarian,True,,2016-08-15,2024-06-22,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frkD4IAI,2567,156
Seminarian,True,,2019-08-15,,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frjn8IAA,2566,156
Seminarian,True,,2018-08-15,2021-12-13,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frjmkIAA,2565,156
Seminarian,False,,2018-08-15,2021-12-31,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frjmVIAQ,2564,156
Seminarian,True,,2021-08-01,2024-01-01,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frktCIAQ,2563,156
Seminarian,True,,2014-08-17,2022-06-25,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frkslIAA,2562,156
Seminarian,True,,2019-08-15,,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frjvnIAA,2561,156
Student Deacon,True,,2021-09-01,2022-05-30,Pastoral Assignment,True,Student Deacon,001Ps00000l54gvIAA,,2559,156
Student Deacon,True,,2021-09-01,2022-05-30,Pastoral Assignment,True,Student Deacon,001Ps00000l5CTtIAM,,2558,156
Deacon,True,,2021-10-15,,Pastoral Assignment,True,Deacon,001Ps00000l5CU6IAM,003Ps00000frju4IAA,2554,156
Deacon,True,,2021-10-15,,Pastoral Assignment,True,Deacon,001Ps00000l5CURIA2,003Ps00000frkIsIAI,2552,156
Deacon,True,,2021-10-15,2022-07-04,Pastoral Assignment,True,Deacon,001Ps00000l54gXIAQ,003Ps00000frjvyIAA,2550,156
Bilingual Administrative Assistant,False,,2021-10-08,2023-08-18,Any All,True,Bilingual Administrative Assistant,001Ps00000l54frIAA,003Ps00000frjspIAA,2549,156
"Student at Pontifical North American College, Rome, Italy",True,,2021-08-30,2022-08-30,Any All,True,"Student at Pontifical North American College, Rome, Italy",001Ps00000l54fyIAA,003Ps00000frkQxIAI,2548,156
Student Deacon,True,,2021-09-10,2022-04-24,Pastoral Assignment,True,Student Deacon,001Ps00000l5CUSIA2,,2547,156
Student Deacon,True,,2021-09-10,2022-05-30,Pastoral Assignment,True,Student Deacon,001Ps00000l5CUQIA2,,2546,156
HR Generalist,False,,2021-10-11,2022-03-10,Any All,True,HR Generalist,001Ps00000l54frIAA,003Ps00000frjIiIAI,2545,156
Grant Coordinator,False,,2021-09-23,,Any All,True,Grant Coordinator,001Ps00000l54frIAA,003Ps00000frks5IAA,2544,156
Presbyteral Council Senior Priest Rep.,True,,2021-10-01,,Any All,True,Presbyteral Council Senior Priest Rep.,001Ps00000l54fyIAA,003Ps00000frjpSIAQ,2543,156
