,Name,Formal_Name__c,RecordTypeId,mbfc__Church_Type__c,mbfc__Deanery__c,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Phone,Fax,mbfc__Email__c,Website,mbfc__Mass_Times__c,mbfc__Abbreviation__c,mbfc__Religious_Suffix__c,mbfc__Type_Members__c,Description,Archdiocese_Assigns_Clergy__c,mbfc__Non_Latin__c,Disabled_Access__c,Locator_Description__c,Parent_Parish__c,mbfc__Date_Established__c,County__c,Sanctuary_Capacity__c,Religious_Secular_Order__c,Pontifical_or_Diocesan_Order__c,Archdiocesan_School_Code__c,Grades_Provided__c,Job_Id__c,Archdpdx_Migration_Id__c,mbfc__Organization_Type__c,ParentId
96,"Sts. Ann and Michael Mission, Myrtle Point",Sts. Ann and Michael,012Ps000002fU2bIAE,Parish,0017x0000107knQAAQ,"Sts. Ann and Michael Mission
PO Box 368",Coquille,OR,97423,,541-396-3849,,parishoffice@holynamecq.org,https://holynamecq.org/ss-ann-and-michael-mission-church,<p><strong>Weekend Mass</strong></p><p>Sunday 8:30 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Wednesday 9:00 am<br>Second and Fourth Friday Noon</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Sunday 7:30–8:15 am<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,209 2nd St,0017x00001080XpAAI,,Coos,0.0,,,,,152,Parishes_67,,0017x0000107vUEAAY
97,"St. Peter, Newberg",St. Peter,012Ps000002fU2bIAE,Parish,0017x0000107knWAAQ,"St. Peter Parish
2315 N Main St",Newberg,OR,97132,,503-538-4312,503-538-5693,stpeter.office@frontier.com,http://www.stpeternewbergor.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:00 am, 10:30 am, 12:30 pm (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday-Friday 8:30 am<br>Thursday 7:00 pm (Español)</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Thursday 9:00 am, 6:15 pm<br>Saturday 11:00 am–12:30 pm<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1907-01-01,Yamhill,275.0,,,,,152,Parishes_68,,0017x0000107vUEAAY
98,"Sacred Heart, Newport",Sacred Heart,012Ps000002fU2bIAE,Parish,0017x0000107knFAAQ,"Sacred Heart Parish
PO Box 843",Newport,OR,97365,,541-265-5101,,office@sacredheartnewport.com,http://www.sacredheartnewport.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm English, 7:00 pm Español<br>Sunday 9:00 am English</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday–Friday 9:00 am in the chapel</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 3:30–4:30 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Fri 9:30 am–3:00 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,927 N Coast Hwy,,1889-01-01,Lincoln,300.0,,,,,152,Parishes_69,,0017x0000107vUEAAY
99,"Holy Redeemer, North Bend",Holy Redeemer,012Ps000002fU2bIAE,Parish,0017x0000107knQAAQ,"Holy Redeemer Parish
2250 16th St",North Bend,OR,97459,,541-756-0633,541-756-3234,frjorge@holyredeemernb.org,https://www.holyredeemernb.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 4:00 pm<br>Sunday 8:00 am, 10:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday-Friday 9:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 3:00–3:40 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Thursday 9:30 am–6:00 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,16th St off Broadway,,1906-01-01,Coos,345.0,,,,,152,Parishes_70,,0017x0000107vUEAAY
100,"St. Edward, North Plains",St. Edward,012Ps000002fU2bIAE,Parish,0017x0000107knUAAQ,"St. Edward Parish
PO Box 507",North Plains,OR,97113,,503-647-2131,,mail@stedwardnp.net,https://www.stedwardnp.org/,<p><strong>Weekend Mass</strong></p><p>Sat 5:30 pm<br>Sun 9:15 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Wed 9:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Sat 4:30–5:15 pm</p><p><br></p><p><strong>Adoration</strong></p><p>First Wed 9:30 am–7:00 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,10990 NW 313th Ave,,1911-01-01,Washington,300.0,,,,,152,Parishes_71,,0017x0000107vUEAAY
101,"St. Michael, Oakridge",St. Michael,012Ps000002fU2bIAE,Parish,0017x0000107knLAAQ,"St. Michael Parish
PO Box 422",Oakridge,OR,97463,,541-782-3262,,,https://www.facebook.com/pages/St-Michaels-Catholic-Church/116295931729077,<p><strong>Weekend Mass</strong></p><p>Sunday 11:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,76387 Crestview St,,1940-01-01,Lane,160.0,,,,,152,Parishes_72,,0017x0000107vUEAAY
102,"St. John the Apostle, Oregon City",St. John the Apostle,012Ps000002fU2bIAE,Parish,0017x0000107knRAAQ,"St. John the Apostle Parish
417 Washington St",Oregon City,OR,97045,,503-742-8200,503-742-8219,office@sja-catholicchurch.com,https://www.sja-catholicchurch.com/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:30 am, 10:30 am, 1:30 pm (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Mon-Fri 8:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 3:30–4:30 pm<br>Sunday 11:30 am, 1:15 pm (Español)</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1842-01-01,Clackamas,537.0,,,,,152,Parishes_73,,0017x0000107vUEAAY
103,"St. John the Baptist Mission, Port Orford",St. John the Baptist,012Ps000002fU2bIAE,Parish,0017x0000107knQAAQ,"St. John the Baptist Mission
355 Oregon Ave",Bandon,OR,97411,,541-329-0697,541-347-9256,holytrinitybandon@yahoo.com,https://holytrinitybandon.org/,<p><strong>Weekend Mass</strong></p><p>Sunday 8:30 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Thursday 9:30 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Sunday 8:00–8:30 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,False,Hwy 101 and 15th St,0017x00001080XeAAI,,Curry,0.0,,,,,152,Parishes_74,,0017x0000107vUEAAY
104,"All Saints, Portland",All Saints,012Ps000002fU2bIAE,Parish,0017x0000107knSAAQ,"All Saints Parish
3847 NE Glisan St",Portland,OR,97232,,503-232-4305,503-238-8847,parish@allsaintsportland.org,https://www.allsaintsportland.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:30 am, 10:30 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday–Tuesday 8:00 am<br>Wednesday 8:30 am<br>Thusday-Saturday 8:00 am (First Saturday Healing Mass)</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 4:00–4:45 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>First Saturday 8:30 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,NE Glisan St and Cesar Chavez Blvd,,1917-01-01,Multnomah,700.0,,,,,152,Parishes_75,,0017x0000107vUEAAY
105,"Ascension, Portland",Ascension,012Ps000002fU2bIAE,Parish,0017x0000107knJAAQ,"Ascension Parish
743 SE 76th Ave",Portland,OR,97215,,503-256-3897,503-257-4681,receptionist@ascensionpdx.org,https://ascensionpdx.org,"<p><strong>Weekend Mass</strong></p><p>Sat 5:00 pm, 7:00 pm (Español)<br>Sun 9:00 am, 11:00 am (Bilingual), 1:00 pm (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tues Noon<br>Wed Noon (Español)<br>Thu Noon<br>Fri Noon (Español)<br></p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Tue 5:00–7:00 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Following Tuesday Mass until 7:00 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,SE Alder St and 76th Ave,,1892-01-01,Multnomah,350.0,,,,,152,Parishes_76,,0017x0000107vUEAAY
106,"Holy Cross, Portland",Holy Cross,012Ps000002fU2bIAE,Parish,0017x0000107knOAAQ,"Holy Cross Parish
7455 N. Hodge Street",Portland,OR,97203,,503-289-2834,503-283-7056,holycrossoffice@archdpdx.org,https://www.holycrosspdx.org/holy-cross-church/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 9:00 am, Noon (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday-Friday 8:30 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Wednesday 7:00 pm<br>Friday 9:00 am<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Thursday 8:30 am–8:30 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,N Bowdoin St and Hodge Ave (off N Lombard),,1904-01-01,Multnomah,475.0,,,,,152,Parishes_77,,0017x0000107vUEAAY
107,"Holy Family, Portland",Holy Family,012Ps000002fU2bIAE,Parish,0017x0000107knSAAQ,"Holy Family Parish
3732 SE Knapp St",Portland,OR,97202,,503-774-1428,503-774-1854,businessmgr@holyfamilyportland.com,https://parish.holyfamilyportland.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:30 pm<br>Sunday 8:30 am, 10:30 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Wednesday 9:15 am<br>Thursday–Friday Noon</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 5:00 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Friday 9:00 am–3:00 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,7525 SE César E Chávez Blvd at Flavel St,,1931-01-01,Multnomah,450.0,,,,,152,Parishes_78,,0017x0000107vUEAAY
108,"Holy Redeemer, Portland",Holy Redeemer,012Ps000002fU2bIAE,Parish,0017x0000107knOAAQ,"Holy Redeemer Parish
25 N Rosa Parks Way",Portland,OR,97217,,503-285-4539,503-285-0666,holyredeemerchurch@comcast.net,https://churchholyredeemerpdx.squarespace.com/,"<p><strong>Weekend Mass</strong></p><p>Sat 5:00 pm<br>Sun 8:00 am, 10:00 am, Noon (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Mon–Fri 7:15 am<br>Sat 8:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Sat 3:30–4:30 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Thu 4:30–7:30 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,N Rosa Parks Way and Williams Ave,,1906-01-01,Multnomah,618.0,,,,,152,Parishes_79,,0017x0000107vUEAAY
109,"Holy Rosary, Portland",Holy Rosary,012Ps000002fU2bIAE,Parish,0017x0000107knOAAQ,"Holy Rosary Parish
375 NE Clackamas St",Portland,OR,97232,,503-235-3163,503-235-3164,office@holyrosarypdx.org,https://holyrosarypdx.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:30 pm<br>Sunday 7:00 am, 9:00 am, 11:00 am (Dominican Rite), 1:00 pm, 5:30 pm</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday-Friday 6:00 am (Dominican Rite) 7:00 am, 12:00 Noon<br>First Friday 7:30 pm (Dominican Rite)<br>Saturday 6:00 am (Dominican Rite), 8:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Weekdays 11:00 am–Noon<br>First Friday: 7:00–7:30 pm<br>Saturday 4:00–5:30 pm<br>Sunday, 30 minutes before all Masses</p><p><br></p><p><strong>Adoration</strong></p><p>Monday-Friday 12:30–4:00 pm<br>Third Saturday 7:00–8:30 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,False,False,True,NE 3rd Ave and Clackamas St,,1894-01-01,Multnomah,350.0,,,,,152,Parishes_80,,0017x0000107vUEAAY
110,"Immaculate Heart of Mary, Portland",Immaculate Heart of Mary,012Ps000002fU2bIAE,Parish,0017x0000107knOAAQ,"Immaculate Heart of Mary Parish
2926 N Williams Ave",Portland,OR,97227,,503-287-3724,503-287-5011,immaculateheart_portland@archdpdx.org,https://immaculateheartchurch.archdpdx.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 11:00 am, Sunday 1:00 pm (Vietnamese)<br>Third Sunday 3:00 pm (Swahili)</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,N Williams Ave and Stanton St,,1885-01-01,Multnomah,300.0,,,,,152,Parishes_81,,0017x0000107vUEAAY
111,"Korean Martyrs, Portland",Korean Martyrs,012Ps000002fU2bIAE,Parish,0017x0000107knSAAQ,"Korean Martyrs Parish
10840 SE Powell Blvd",Portland,OR,97266,,503-762-6880,503-760-6601,chrkor@yahoo.com,http://www.kmccp.org/,"<p><strong>Weekend Mass</strong></p><p>All Masses in Korean unless specified<br>Saturday 6:30 pm<br>Sunday 10:00 am (student Mass), 11:30 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday, Thursday 6:30 pm<br>Wednesday, Friday 9:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>30 minutes before Mass</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1990-01-01,Multnomah,300.0,,,,,152,Parishes_82,,0017x0000107vUEAAY
112,"Our Lady of Lavang, Happy Valley",Our Lady of Lavang,012Ps000002fU2bIAE,Parish,0017x0000107knRAAQ,"Our Lady of Lavang Parish
11731 SE Stevens Rd",Happy Valley,OR,97086,,503-249-5892,503-249-1776,info@gxlavangoregon.com,https://gxlavangoregon.com/,"<p><strong>Weekend Mass</strong></p><p>Saturday 7:00 pm<br>Sunday 7:00 am, 9:00 am, 11:00 am, 1:00 pm (Sunday School Students), 5:00 pm</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday–Saturday 7:00 am, 7:00 pm</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Monday–Saturday 6:00–6:45 pm</p><p><br></p><p><strong>Eucharistic Adoration</strong></p><p>Thursday, Friday 6:00–6:45 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,False,False,True,,,1975-01-01,Multnomah,576.0,,,,,152,Parishes_83,,0017x0000107vUEAAY
113,"Our Lady of Sorrows, Portland",Our Lady of Sorrows,012Ps000002fU2bIAE,Parish,0017x0000107knSAAQ,"Our Lady of Sorrows Parish
5239 SE Woodstock Blvd",Portland,OR,97206,,503-775-6731,503-775-6732,tonygraham@olspdx.org,https://www.olspdx.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:30 am, 11:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Wednesday-Friday 12:00 noon<br>Tuesday 12:00 noon during Advent and Lent</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 3:30–4:30 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Tuesday, Thursday 8:30 am–3:00 pm<br>Extended to 6:00 pm during Advent and Lent</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,SE Woodstock Blvd and 52nd Ave,,1917-01-01,Multnomah,350.0,,,,,152,Parishes_84,,0017x0000107vUEAAY
114,"Sacred Heart, Portland",Sacred Heart,012Ps000002fU2bIAE,Parish,0017x0000107knSAAQ,"Sacred Heart Parish
3910 SE 11th Ave",Portland,OR,97202,,503-231-9636,503-231-1766,sacredheart@sacredheartportland.org,http://www.sacredheartportland.org/,<p><strong>Weekend Mass</strong></p><p>Saturday 4:30 pm<br>Sunday 10:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Wed-Fri 11:00 am<br></p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 4:00–4:15 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>First Friday 11:30 am–8:00 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,SE Center St and 11th Ave,,1893-01-01,Multnomah,250.0,,,,,152,Parishes_86,,0017x0000107vUEAAY
115,"St. Agatha, Portland",St. Agatha,012Ps000002fU2bIAE,Parish,0017x0000107knSAAQ,"St. Agatha Parish
1430 SE Nehalem St",Portland,OR,97202,,503-236-4747,503-236-6407,stagathapdx@gmail.com,http://www.stagathaportland.com/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:30 am, 10:30 am, 12:30 pm (Latin)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Mon-Sat 8:30 am<br>First Friday 3:00 pm</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Sat 3:30–4:30 pm</p><p><br></p><p><strong>Adoration</strong></p><p>Mon–Fri 6:30 am–8:00 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,SE 15th Ave and Nehalem St,,1911-01-01,Multnomah,350.0,,,,,152,Parishes_87,,0017x0000107vUEAAY
116,"St. Andre Bessette, Portland",St. André Bessette,012Ps000002fU2bIAE,Parish,0017x0000107knIAAQ,"St. Andre Bessette Parish
601 W Burnside St",Portland,OR,97209,,503-228-0746,503-972-1063,info@saintandrechurch.org,https://www.saintandrebessettepdx.org/,<p><strong>Weekend Mass</strong></p><p>Saturday 4:00 pm<br>Sunday 10:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday–Thursday 12:05 pm</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Monday–Thursday 12:30 pm (after weekday Mass)<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,W Burnside St and NW 6th Ave,,1919-01-01,Multnomah,200.0,,,,,152,Parishes_88,,0017x0000107vUEAAY
117,"St. Andrew, Portland",St. Andrew,012Ps000002fU2bIAE,Parish,0017x0000107knOAAQ,"St. Andrew Parish
806 NE Alberta St",Portland,OR,97211,,503-281-4429,503-281-4411,ouroffice@standrewchurch.com,http://www.standrewchurch.com/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:30 (First Saturday: Español and Q‘anjob’al)<br>Sunday 9:30 am, 12:30 pm (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday-Friday 9:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 4:30–5:00 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,NE 9th Ave and Alberta St,,1907-01-01,Multnomah,0.0,,,,,152,Parishes_89,,0017x0000107vUEAAY
118,"St. Anthony of Padua, Portland",St. Anthony of Padua,012Ps000002fU2bIAE,Parish,0017x0000107knSAAQ,"St. Anthony of Padua Parish
3720 SE 79th Ave",Portland,OR,97206,,503-771-6039,503-772-0107,stanthonyportland@archdpdx.org,http://www.stanthonypdx.com/,"<p><strong>Weekend Mass</strong></p><p>Saturday 4:30 pm<br>Sunday 10:30 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tue, Thu 11:00 am<br>Wed, Fri 9:00 am<br>First Sat 10:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 3:45 pm<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1917-01-01,Multnomah,240.0,,,,,152,Parishes_90,,0017x0000107vUEAAY
119,"St. Birgitta, Portland",St. Birgitta,012Ps000002fU2bIAE,Parish,0017x0000107knHAAQ,"St. Birgitta Parish
11820 NW St Helens Rd",Portland,OR,97231,,503-286-3929,,secretarystb@gmail.com,https://www.stbirgittapdx.com/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:00 am, 9:30 am (Latin)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Mon–Fri 9:00 am (chapel)<br>First Friday 7:00 pm (Latin)<br>Saturday 9:00 am (Latin)</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>30 minutes before all weekend Masses</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1954-01-01,Multnomah,175.0,,,,,152,Parishes_91,,0017x0000107vUEAAY
120,"St. Charles Borromeo, Portland",St. Charles Borromeo,012Ps000002fU2bIAE,Parish,0017x0000107knOAAQ,"St. Charles Borromeo Parish
5310 NE 42nd Ave",Portland,OR,97218,,503-281-6461,503-281-6828,stchas@stcharlespdx.org,https://www.stcharlespdx.org/,<p><strong>Weekend Mass</strong></p><p>Sat 5:00 pm<br>Sunday 10:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday–Thursday 9:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Sat 4:00–4:30 pm<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,NE 42nd Ave and Emerson St,,1913-01-01,Multnomah,400.0,,,,,152,Parishes_92,,0017x0000107vUEAAY
